Kategori Risiko,Premi Asuransi
0,2826750.0
0,2883300.0
2,2745300.0
2,4120050.0000000005
2,4120050.0000000005
2,3784050.0
2,4262250.0
2,4667250.0
2,4877100.0
1,4700700.0
0,1926749.9999999998
1,3222600.0
1,4553100.0
1,4390950.0
1,4259700.0
1,4259700.0
2,3709800.0
2,1108650.0
2,1065450.0
2,1039650.0
2,4139700.0000000005
2,4139700.0000000005
2,4479600.0
2,4451400.0
2,4585050.0
2,4585050.0
2,4539150.0
2,6783450.0
2,6851250.0
2,6748500.0
2,4668750.0
2,4692000.0
1,2930550.0
1,2863650.0
1,2253450.0
2,3955200.0
2,5062500.0
2,6578400.0
2,7236450.0
1,4800450.0
1,4824450.0
1,4872750.0
2,4864050.0
2,4026300.0000000005
2,3811350.0
1,4116750.0
1,3478650.0
1,5043150.0
1,5093400.0
1,5118900.0
2,5361450.0
0,1802850.0
0,1799700.0
0,2214150.0
1,6473550.0
1,6045900.0
1,5602500.0
2,8927850.0
2,9106500.0
2,4144350.0000000005
1,4382550.0
1,4448400.0
2,4605900.0
2,4075500.0
2,4091850.0000000005
2,3993900.0
2,4244550.0
0,1085850.0
0,5503650.0
2,5852850.0
2,3347250.0
2,4951050.0
2,5050050.0
2,6741750.0
2,5248350.0
2,3755550.0
2,3755550.0
2,3887100.0
2,5197650.0
2,4343400.0
2,3635550.0
2,3453900.0
2,4466850.0
2,4578600.0
2,4252650.0
2,4492950.0
0,1995300.0000000002
2,4809000.0
2,5266050.0
2,4650900.0
2,5187750.0
2,5291400.0
1,4692000.0
0,2413500.0
0,2437500.0
2,4492200.0
2,3480150.0
2,3567450.0
2,4686450.0
2,4780200.0
1,5005800.0
1,5031000.0
2,6073500.0
2,6954150.0
1,3827400.0
2,5010450.0
2,4547100.0
2,4323600.0
2,3912300.0
2,1990049.9999999998
2,3938849.9999999995
1,6771150.0
1,6804900.0
2,4372950.0
2,4460550.0
2,4416000.0
2,7943099.999999999
1,3640500.0
1,3658950.0
1,3533850.0
2,1120350.0
2,1126050.0
2,3927599.9999999995
2,4088849.9999999995
2,4436250.0
2,5382600.0
2,5409450.0
2,1128750.0
2,1151400.0
2,1162950.0
2,4787400.0
2,5349900.0
2,4974300.0
2,3823500.0
2,5001900.0
2,2720100.0
2,2815350.0
1,5542050.0
2,4241250.0
2,3904049.9999999995
2,3962850.0
2,3982650.0
2,7220250.0
2,3511650.0
2,3564450.0
2,935850.0
2,939600.0
2,818700.0
2,982650.0000000001
2,986700.0
2,864000.0
0,1748250.0
2,2980350.0
2,2929950.0
2,2944650.0
1,7335150.0
1,7371900.0
1,7445850.0
2,3292950.0
2,3309450.0
2,3202200.0
2,2876250.0
2,5860350.0
2,5948100.0
2,5977950.0
1,3939300.0
1,3998400.0
2,7199400.0
2,3288600.0
2,3288600.0
2,3520350.0
2,3854850.0
2,3464100.0
2,5213700.0
2,3276750.0
2,3375150.0
2,3391950.0
2,860400.0
2,864750.0
2,873450.0
2,847950.0
2,856500.0
0,1680600.0
0,1722750.0
1,4375350.0
1,4375350.0
1,4397400.0
2,3447450.0
2,3568200.0
2,3448650.0
0,2326200.0
0,2407800.0
0,2313750.0
2,4756200.0
2,4851450.0
2,6557550.0
2,6688800.0
0,1909350.0
1,3447450.0
2,7786950.0
2,7942800.0
2,7863450.0
2,860400.0
2,864750.0
2,873450.0
2,2859150.0
2,2844900.0
2,2844900.0
2,2859150.0
2,4119900.0000000005
2,4181699.9999999995
2,4118849.9999999995
2,3709800.0
2,3820950.0
2,3699000.0
0,1906500.0
0,1910100.0
2,15996750.0
2,19898250.0
1,3696300.0
1,3714900.0
2,5854050.0
2,5854050.0
2,5766300.0
2,4191300.0000000005
2,4338000.0
2,4359600.0
2,5957700.0
1,3807900.0
1,3807900.0
1,3826950.0
0,1713450.0
0,1722000.0
0,1756500.0
2,3506550.0
2,3547050.0
2,3564900.0
2,4855050.0
2,4927650.0
2,4927650.0
2,3362850.0
2,3493800.0
2,3458550.0
2,4267800.0
2,4371900.0
2,4350000.0
2,3163800.0
2,3158700.0
1,3903000.0
2,7080150.0
1,4194150.0
1,4550550.0
2,4719150.0
2,4659000.0
2,4728900.0
2,3654300.0
2,1324200.0
2,1362000.0
2,4422600.0
2,4533000.0
2,4447950.0
2,3760500.0
2,3892050.0000000005
2,3911400.0
0,1649400.0
0,1674150.0
0,1690800.0
2,3943650.0000000005
2,3576600.0
2,3470850.0
2,1249050.0
2,1255200.0
2,1200300.0
2,3923400.0
0,1971150.0
0,2000700.0
0,2020650.0000000002
2,8056800.0
2,862800.0
2,884700.0
2,889200.0
1,4357650.0
1,847950.0
1,864900.0
1,873600.0
1,4600500.0
1,4642350.0
1,4665600.0
1,4712400.0
1,3565500.0
1,3636750.0
2,3478650.0
2,3460050.0
2,3460050.0
2,4954050.0
2,3038250.0
2,3129600.0
2,3129600.0
2,5022600.0
2,3721950.0
2,3833700.0
2,3833700.0
1,5118150.0
2,6635250.0
2,6634950.0
2,6568650.0
2,3766800.0
2,3314550.0
2,3414000.0
2,5205150.0
2,4944900.0
2,4895550.0
2,4598850.0
2,4759800.0
2,4733400.0
2,3860250.0000000005
2,3995400.0
2,4635150.0
2,4774350.0
2,4097100.0
2,4447050.0
1,3456750.0
1,3871500.0000000005
1,4219950.0
0,1533000.0
0,1533000.0
0,1563600.0
2,3351450.0
1,3314250.0
1,3364050.0
1,4128900.0
1,4312650.0
1,3574050.0
2,3583050.0
2,3309300.0
2,5648700.0
2,5648850.0
2,5517300.0
2,5876550.0
2,3744900.0
2,3557550.0
2,3302550.0
2,847950.0
2,834900.0
2,726000.0
2,4101600.0
2,3858000.0
2,3630300.0
2,2305200.0
2,2949450.0
2,1074000.0
2,4545600.0
2,4199850.0
2,4263000.0
2,4350150.0
2,4481400.0
2,3938250.0
2,3378750.0
2,4731450.0
1,4534650.0
1,4602750.0
1,3823350.0
2,1128750.0
2,3971400.0
2,3976950.0
2,3937200.0000000005
2,3367050.0
2,3367050.0
2,3383850.0
2,3071250.0
2,3998250.0
2,4078200.0
1,5195250.0
0,1881450.0
0,1890900.0
0,1909800.0
0,750300.0
0,761550.0
0,769200.0
0,754950.0
0,758850.0
0,766500.0
0,1443000.0
0,1471950.0
0,1486500.0
2,3716400.0
2,4791150.0
2,5605950.0
2,3353850.0
2,3454500.0
2,3402600.0
2,5252850.0
2,5252850.0
2,5200200.0
2,4089150.0
2,4109550.0000000005
2,1420650.0
2,3697350.0
2,3660450.0
2,4499400.0
2,4633950.0
2,4564500.0
2,847950.0
2,860700.0
2,869250.0
2,3681000.0
2,3699600.0
2,5671650.0
2,5785050.0
2,3507450.0
2,3965250.0000000005
2,1190550.0
2,1117200.0
2,1030950.0000000001
1,6040800.0
1,10140900.0
1,13415400.0
2,3179100.0
2,3274650.0
1,5191200.0
1,5224950.0
1,5251200.0
2,2876100.0
2,2933550.0
1,3345750.0
2,3431700.0
2,3551700.0
2,3622950.0
2,3822750.0
2,3822750.0
2,3880350.0
2,3088350.0
2,3417300.0
2,9704400.0
2,10044000.0
2,10044000.0
1,4565700.0
1,4855350.0
1,5195400.0
1,4832700.0
1,4856850.0
2,5979900.0
2,4876350.0
2,3751200.0
2,3901199.9999999995
2,3010050.0
2,4013849.9999999995
2,3729000.0
2,3822150.0
2,6275400.0
2,6683400.0
2,7218000.0
2,3088650.0
2,2954550.0
2,3043200.0
2,6950100.0
2,3858450.0000000005
2,949500.0
2,949500.0
2,4288500.0
2,4288500.0
2,4245450.0
2,8165700.0
2,4993200.0
2,5617350.0
2,4705200.0
2,3483900.0
1,3108600.0
1,3139800.0
2,6115950.0
2,6268800.0
2,6300300.0
2,4778400.0
2,4778400.0
2,4802400.0
2,3891600.0
2,4347150.0
2,4434150.0
2,4589250.0
2,3509550.0
2,3632400.0
2,3632400.0
2,935850.0
2,927300.0
2,931950.0
2,3342000.0
2,629700.0
2,3149850.0
2,4117500.0
2,4508700.0
2,4666500.0
1,3230850.0
1,3279150.0
2,3988200.0
2,3746400.0
2,3765000.0
2,4260000.0
2,8119800.000000001
2,5692500.0
2,5687850.0
2,5716350.0
2,10350150.0
2,10660500.0
2,3708300.0
2,3705000.0
2,3623850.0
2,3472800.0
2,3784800.0
2,1104600.0
2,3277950.0
2,3376350.0
2,3352950.0
2,3721800.0
2,3721800.0
2,4198050.0
2,4324050.0
2,4792800.0
2,4816800.0
2,4545000.0
0,621450.0
0,627600.0
0,633900.0
2,3447300.0
2,3550800.0
2,4151100.0
2,4192799.9999999995
2,4129949.9999999995
2,1360950.0
2,1367700.0
2,3028200.0
2,2984700.0
2,3532050.0
2,3311250.0
2,3327900.0
2,2904600.0
2,2919300.0
2,3287700.0
2,3201900.0
2,3688950.0
2,8427750.0
0,1996800.0
2,9196950.0
2,8562000.0
2,3890099.9999999995
2,4006800.0
2,4026750.0
1,4332900.0
2,3725400.0
1,4279200.0
2,902850.0
2,907350.0
2,925500.0
2,3703500.0
2,3518100.0
2,860400.0
2,864750.0
2,873450.0
2,3589800.0
2,3930900.0
2,4107750.0000000005
2,9856350.0
2,10299750.0
1,4474050.0
1,4608300.0
1,4654200.0
0,1625400.0
0,1455750.0
0,1470300.0
2,3576300.0
2,3429000.0
2,3497550.0
2,4565700.0
2,4588650.0
2,4542750.0
2,3222150.0
2,3286650.0
2,3253800.0
2,6117150.0
2,6239400.0
2,6145500.0
1,3207750.0
1,3255900.0
1,3272250.0
0,1786350.0
0,1813050.0
0,1822050.0
2,4082550.0000000005
2,4205100.0
2,6727500.0
2,4546950.0
2,2958750.0
2,3652650.0
2,3780450.0
2,4903800.0
2,5026350.0
2,4601700.0
1,4837350.0
1,4672050.0
1,4695150.0
2,3695400.0
1,5604900.0
1,5354250.0
2,3897000.0
2,3757050.0
2,4433400.0
2,3895500.0
2,3901950.0
2,3901950.0
2,4038600.0
1,4669050.0
2,3799200.0
2,5891100.0
2,5920500.0
2,5831550.0
1,3659700.0
1,3403050.0
2,3388650.0
1,3406950.0
2,3611550.0
2,3737700.0
2,3737700.0
2,1128750.0
2,1142400.0
2,1148100.0
2,862800.0
2,884700.0
2,889200.0
0,1975949.9999999998
0,2005499.9999999998
2,3745500.0
2,4101300.0000000005
2,5190000.0
2,3267150.0
2,3397800.0
2,7308600.0
2,7381500.0
2,7234200.0
1,860400.0
1,864750.0
2,4080900.0
2,4223700.0
2,4244850.0
2,3327750.0
2,4399650.0
2,4510350.0
2,4510650.0
2,12718200.0
2,6537000.0
2,8864100.0
2,5582400.0
2,5722050.0
2,5636100.0
2,860400.0
2,864750.0
2,873450.0
2,4225350.0
2,4975800.0
2,6344850.0
2,1128750.0
2,1219050.0
2,1225200.0
2,2486400.0
2,3966600.0
2,4952700.0
2,5052000.0
2,3994800.0
2,4314450.0
2,4745550.0
2,3373950.0
2,3374250.0
2,3288900.0
1,4029600.0
2,6471600.0
2,6633600.0
2,5654100.0
2,5880450.0
2,5880450.0
2,8314950.000000001
2,8397900.0
2,7169850.0
2,3752550.0
2,3771300.0
2,3673350.0
0,2060700.0
0,2070900.0
0,2024249.9999999998
0,2063099.9999999998
0,2093850.0
0,1610400.0
2,4910100.0
1,5629950.0
1,5686350.0
2,3954749.9999999995
2,3757500.0
2,3720300.0
2,4754850.0
2,4826100.0
2,3432300.0
2,3447450.0
2,3550800.0
2,3497400.0
2,935850.0
2,927300.0
2,931950.0
2,6026700.0
2,6207750.0
2,4594050.0
2,4685850.0
2,3682950.0
2,3793500.0
2,3793500.0
2,4387350.0
2,4650450.0
1,8328150.000000001
1,9186600.0
2,5472900.0
2,5555100.0
2,5472000.0
1,4031850.0000000005
1,4051950.0
2,5642850.0
2,5642850.0
2,7036350.0
2,6773400.0
2,1128750.0
2,4834500.0
2,4218300.0
2,4239450.0
1,4148550.0
1,4231500.0
0,1642650.0
2,10511400.0
2,10511400.0
2,4933950.0
2,5032800.0
2,4044150.0
2,6108450.0
2,6119100.0
2,3487200.0
2,3534450.0
2,3914399.9999999995
2,3517350.0
2,3517350.0
2,3534900.0
2,4711800.0
2,4524450.0
2,4456650.0
2,7084200.0
2,7686299.999999999
2,7831500.0
1,4358250.0
2,5256300.0
2,5986950.0
2,5986800.0
2,2593200.0
2,2671050.0
0,1432350.0
0,1439400.0
2,3675300.0
2,3453300.0
2,3973800.0000000005
2,3973800.0000000005
2,3993750.0
2,4525200.0
2,6808200.0
2,3500700.0
2,3588000.0
2,5098950.0
2,5226300.0
2,5148000.0
1,3768450.0
1,3843600.0
2,5919300.0
2,5978550.0
2,1081350.0
2,3739800.0
2,4476300.0
2,4527150.0
2,4549950.0
2,3391950.0
2,3408900.0
2,7455600.0
2,7920300.0
2,7705650.000000001
0,1992150.0
0,2031900.0000000002
2,5124450.0
2,5252550.0
2,5102400.0
2,6566700.0
2,6225450.0
2,6256650.0
2,3611250.0
2,5393250.0
0,1813650.0
2,7164750.0
2,3976500.0000000005
2,4056300.0000000005
2,4199250.0
2,4304250.0
2,4325700.0
2,4301400.0
2,3550650.0
2,3550650.0
2,3568350.0
2,1349100.0
2,1362450.0
2,3406050.0
2,3691200.0
2,3765300.0
2,11022000.0
0,2214300.0
0,2236500.0
1,4413150.0
1,4788150.0
1,5266950.0
1,3058650.0
1,3058650.0
1,2767800.0
1,2781600.0
1,2795550.0
2,5361600.0
2,6195450.0
2,3799050.0
2,3799050.0
2,4134150.0
2,4002750.0000000005
2,3753450.0
2,2881500.0
2,3616050.0
2,3965550.0
2,3345900.0
2,3631500.0
2,4019700.0000000005
2,4180500.0
2,3755550.0
2,9723600.0
2,9772350.0
2,7937549.999999999
2,7976999.999999999
2,3031200.0
2,3290700.0
2,3935850.0
2,4191600.0
2,5766450.0
2,3798450.0
2,3912300.0
2,3669000.0
2,3661500.0
2,3488700.0
2,5291700.0
2,5190750.0
1,3925800.0000000005
2,4936200.0
2,3264750.0
2,3313800.0
0,1729500.0
0,1755450.0
0,1772850.0
2,4030350.0
2,3785400.0
2,2755500.0
2,4433400.0
2,4699500.0
2,4324200.0
2,4345650.0
2,4096500.0000000005
2,6891600.0
2,6753900.0
2,5028000.0
2,5078550.0
1,4761000.0
1,3632250.0
1,3650400.0
2,5844150.0
2,847950.0
2,852150.0
1,4953150.0
1,4953150.0
2,949050.0
2,958500.0
2,968100.0000000001
1,3987000.0
2,3963900.0
2,10885950.0
2,11049150.0
0,1461900.0
2,3391650.0
2,3248550.0
2,2998050.0
2,3013050.0
2,2906100.0
2,2828550.0
2,2769000.0
2,3016950.0
2,3016650.0
2,5449500.0
2,5101200.0
2,4898550.0
2,3349800.0
2,3366600.0
2,3366600.0
2,5107800.0
2,5209800.0
2,5157600.0
2,3789900.0
2,3846899.9999999995
2,5633850.0
2,5718600.0
2,5689950.0
2,3461250.0
2,3261300.0
1,3720750.0
2,4562400.0
2,4630950.0
2,4654050.0
2,6504450.0
2,10594950.0
2,5192250.0
2,5218350.0
2,7344750.0
1,5890050.0
1,5919600.0
2,6750000.0
2,5199600.0
2,5277600.0
2,5198400.0
2,5282850.0
2,2984700.0
2,3642300.0
2,949500.0
2,847950.0
2,796200.0
2,804150.0
2,3193800.0
2,1075500.0
2,954900.0
2,964500.0
2,10337550.0
2,10596000.0
2,3294450.0
2,3230850.0
2,3247050.0
2,1729050.0
2,3431250.0
2,1481250.0
2,1488750.0
2,1503750.0
2,2896650.0
2,2983350.0
2,2938650.0
2,2909250.0
2,2608650.0
2,2468550.0
2,2415600.0
2,4736400.0
2,4728600.0
2,4846950.0
2,4783650.0
2,5311650.0
1,3793650.0
1,3357150.0
2,3295200.0
2,3344700.0
2,4209300.0
2,3598500.0
2,3742350.0
2,9146250.0
2,9786450.0
2,9675750.0
2,3572400.0
2,3679500.0
2,3354600.0
2,4420200.0
2,4420200.0
2,4442400.0
2,3391650.0
2,3259800.0
2,3223650.0
1,4222500.0
1,4285650.0
1,4307250.0
2,5490300.0
2,5259450.0
2,4984050.0
2,8077650.0
2,7956449.999999999
2,4295400.0
2,2341350.0
0,3193200.0
0,3241050.0
0,3257100.0
2,4002150.0
2,4082249.9999999995
0,691050.0
0,708300.0
0,715200.0
2,11794800.0
2,12797250.0
2,12594000.0
1,3117450.0
1,2944800.0
1,2919600.0
0,3511050.0
0,4360800.0
0,1990650.0000000002
0,2000400.0000000002
2,4670250.0
2,5113800.0
2,5369400.0
2,3533700.0
2,4450200.0
2,4561350.0
2,4584000.0
2,917700.0
2,4324650.0
2,4237200.0
2,4364250.0
1,6762000.0
1,6795600.0
1,6172050.0
2,5154150.0
2,5540700.0
2,3553650.0
2,3660300.0
2,2988600.0
2,3003600.0
2,4730700.0
2,4046850.0000000005
2,4066950.0
2,4066950.0
2,3876150.0000000005
2,4011750.0
2,4011750.0
2,4468200.0
2,4073849.9999999995
2,4379400.0
2,4532850.0
1,6059100.0
2,5320350.0
2,5426850.0
2,5372550.0
2,3549750.0
2,3567450.0
2,3567450.0
2,4654200.0
1,13452900.0
1,19506600.0
2,3240300.0
2,3353550.0
2,3437400.0
2,2798100.0
2,4210650.0
0,3432300.0
2,3165900.0
2,8715450.0
2,10447950.0
2,10981200.0
2,3558600.0
2,4021199.9999999995
2,4363200.0
2,4755900.0
0,2809050.0
2,8137650.0
2,7800000.0
2,7721999.999999999
2,3955800.0000000005
1,7607250.0
1,7607250.0
1,7645200.0
2,5073000.0
2,5935500.0
2,8014200.0
2,6289950.0
2,3085200.0
2,2211600.0
2,923250.0
2,3285600.0
1,3043500.0
1,5752500.0
1,5809950.0
1,5839200.0
2,5413050.0
2,5602650.0
2,5630700.0
2,4874700.0
2,5045700.0
1,5485800.0
2,5325900.0
2,5972700.0
2,6497100.0
2,3324150.0
2,4063350.0
2,4145550.0
2,5136300.0
2,4255800.0
2,3652950.0
2,6846750.0
2,6949350.0
1,5416200.0
1,5416050.0
1,5665800.0
0,4535850.0
0,4535850.0
0,4558350.0
1,6630450.0
2,4125299.9999999995
2,5592900.0
2,5481000.0
2,5398650.0
2,3499650.0
2,3622200.0
2,11669250.0
2,4092750.0000000005
2,4399800.0
2,4823400.0
2,4992450.0
2,3152850.0
2,3223050.0
2,3287700.0
2,5996550.0
2,6116400.0
2,6147000.0
0,2374650.0
2,5309400.0
2,4276500.0
2,4404750.0
2,4360650.0
2,6274800.0
1,4409400.0
1,4475400.0
2,4825800.0
2,4946550.0
2,4897200.0
0,2126250.0
2,3508650.0
2,4866900.0
2,4794000.0
2,4227000.0
2,4375050.0
2,4856400.0
2,5359800.0
2,5252700.0
2,5173800.0
2,3723600.0
2,4398000.0
2,4530150.0
2,4530150.0
2,4552800.0
2,4472400.0
2,4807950.0
2,1023300.0
2,3595050.0
2,5541900.0
2,7681200.000000001
2,7719600.0
2,3280200.0
2,5776800.0
1,7156950.0
2,4974900.0
2,4564050.0
2,4974900.0
2,4454100.0
2,5210850.0
2,2942550.0
2,3222000.0
2,3334800.0
2,3623100.0
2,4488600.0
2,4623300.0
2,4785300.0
2,3955800.0000000005
2,3847949.9999999995
2,3867000.0
2,3710550.0
2,3821850.0
2,3840900.0
2,4629150.0
2,4220100.0
2,4177949.9999999995
2,5485800.0
2,3219000.0
2,3267450.0
2,3288750.0
2,3396900.0
2,2617200.0
1,4911150.0
1,4960200.0
1,4984950.0
2,4232400.0
2,4422600.0
2,4472700.0
1,4846800.0
1,4634700.0
1,4681200.0
1,3871050.0
1,3929100.0
1,3968400.0
2,839700.0
2,2528100.0
2,4327050.0
2,4075800.0000000005
2,4198050.0
2,3765750.0
0,2242050.0
0,2134950.0
0,2156250.0
0,623850.0
0,623850.0
0,626850.0
2,2045700.0
2,3386250.0
2,4751850.0
2,4870650.0
1,3894900.0000000005
1,3933900.0
2,3979049.9999999995
2,3634350.0
2,3652500.0
2,4967550.0
0,2000250.0
0,2010149.9999999998
1,5443350.0
1,5497500.0
1,5524950.0
1,3433800.0
1,3451050.0
1,6558750.0
1,6624300.0
2,3894450.0
2,6107400.0
2,6018150.0
2,2981850.0
2,3071400.0
2,2886750.0
2,3668100.0
2,3644700.0
2,4195650.0
2,4594050.0
2,4800750.0
2,5689350.0
2,4098149.9999999995
2,4487400.0
1,4448400.0
1,4216500.0
1,4448400.0
2,3411150.0
2,5986200.0
2,9110550.0
2,9156150.0
0,2263650.0
0,2274750.0
0,2297550.0
0,1497900.0
